source,target,relationship,description,strength
行者,玉华王,施主与僧人关系,行者是唐僧的大徒弟，也是取经僧人，玉华王对行者表示敬重，因此他们之间存在施主与僧人的关系。,7.0
八戒,玉华王,施主与僧人关系,八戒是唐僧的二徒弟，也是取经僧人，玉华王对八戒表示敬重，因此他们之间存在施主与僧人的关系。,6.5
沙僧,玉华王,施主与僧人关系,沙僧是唐僧的三徒弟，也是取经僧人，玉华王对沙僧表示敬重，因此他们之间存在施主与僧人的关系。,6.0
玉华王,妖精,宝藏觊觎者与守卫者关系,玉华王是天竺国的郡王，而妖精觊觎玉华王府的宝物，因此他们之间存在宝藏觊觎者与守卫者的关系。,5.5
大王子,行者,徒弟与师父关系,大王子是天竺国玉华王之子，他向行者拜师学艺，因此他们之间存在徒弟与师父的关系。,7.0
二王子,行者,徒弟与师父关系,二王子是天竺国玉华王之子，他向行者拜师学艺，因此他们之间存在徒弟与师父的关系。,6.5
三王子,行者,徒弟与师父关系,三王子是天竺国玉华王之子，他向行者拜师学艺，因此他们之间存在徒弟与师父的关系。,6.0
玉华王父,玉华王,父子关系,玉华王是天竺国的郡王，玉华王父是天竺国的皇帝之宗室，他们是父子关系。,7.5
玉华王母,玉华王,母子关系,玉华王是天竺国的郡王，玉华王母是天竺国的皇后之宗室，他们是母子关系。,7.0
孙大圣,黄狮精,敌对关系,孙大圣与黄狮精在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.5
孙大圣,狻猊狮,敌对关系,孙大圣与狻猊狮在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,抟象狮,敌对关系,孙大圣与抟象狮在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,白泽狮,敌对关系,孙大圣与白泽狮在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,伏狸狮,敌对关系,孙大圣与伏狸狮在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,猱狮,敌对关系,孙大圣与猱狮在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,雪狮,敌对关系,孙大圣与雪狮在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,九头狮子,敌对关系,孙大圣与九头狮子在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,8.0
孙大圣,青脸儿怪,敌对关系,孙大圣与青脸儿怪在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,刁钻古怪儿,敌对关系,孙大圣与刁钻古怪儿在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,古怪刁钻儿,敌对关系,孙大圣与古怪刁钻儿在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,老王,友好关系,孙大圣帮助老王解救了被妖怪抓走的家人，因此他们之间存在友好关系。,8.0
孙大圣,大王子,友好关系,孙大圣帮助大王子解救了被妖怪抓走的家人，因此他们之间存在友好关系。,8.0
孙大圣,二王子,友好关系,孙大圣帮助二王子解救了被妖怪抓走的家人，因此他们之间存在友好关系。,8.0
孙大圣,三王子,友好关系,孙大圣帮助三王子解救了被妖怪抓走的家人，因此他们之间存在友好关系。,8.0
孙大圣,金毛狮怪,敌对关系,孙大圣与金毛狮怪在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.5
孙大圣,太乙救苦天尊,求助关系,孙大圣请求太乙救苦天尊帮助他降服九头狮子，因此他们之间存在求助关系。,9.0
孙大圣,广目天王,协助关系,广目天王协助孙大圣降服九头狮子，因此他们之间存在协助关系。,8.0
孙大圣,天丁,协助关系,天丁协助孙大圣降服九头狮子，因此他们之间存在协助关系。,8.0
孙大圣,力士,协助关系,力士协助孙大圣降服九头狮子，因此他们之间存在协助关系。,8.0
孙大圣,揭谛,协助关系,揭谛协助孙大圣降服九头狮子，因此他们之间存在协助关系。,8.0
孙大圣,金甲,协助关系,金甲协助孙大圣降服九头狮子，因此他们之间存在协助关系。,8.0
孙大圣,土地,协助关系,土地协助孙大圣降服九头狮子，因此他们之间存在协助关系。,8.0
孙大圣,狮奴儿,求助关系,孙大圣请求狮奴儿帮助他找到九头狮子的主人，因此他们之间存在求助关系。,7.5
孙大圣,老妖,敌对关系,孙大圣与老妖在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,8.0
孙大圣,众神,求助关系,孙大圣请求众神帮助他降服九头狮子，因此他们之间存在求助关系。,9.0
孙大圣,王父子,友好关系,孙大圣帮助王父子解救了被妖怪抓走的家人，因此他们之间存在友好关系。,8.0
孙大圣,唐僧,师徒关系,孙大圣是唐僧的徒弟，因此他们之间存在师徒关系。,9.5
孙大圣,小妖,敌对关系,孙大圣与小妖在战斗中相遇，双方展开激烈的战斗，因此他们之间存在敌对关系。,7.0
孙大圣,众军民,英雄关系,孙大圣帮助玉华州的民众解救了被妖怪抓走的家人，因此他们之间存在英雄关系。,9.0
孙大圣,匠作,友好关系,孙大圣帮助匠作完成了兵器的制造，因此他们之间存在友好关系。,8.0
孙大圣,王子们,友好关系,孙大圣帮助王子们解救了被妖怪抓走的家人，因此他们之间存在友好关系。,8.0
孙大圣,三藏,师徒关系,孙大圣是唐僧的徒弟，因此他们之间存在师徒关系。,9.5
孙大圣,八戒、沙僧,师兄弟关系,孙大圣与八戒、沙僧是师兄弟关系，因此他们之间存在师兄弟关系。,9.0
孙大圣,众神,求助关系,孙大圣请求众神帮助他降服九头狮子，因此他们之间存在求助关系。,9.0
孙大圣,三藏、八戒、沙僧,师徒关系,孙大圣是唐僧的徒弟，与八戒、沙僧是师兄弟关系，因此他们之间存在师徒关系。,9.5
孙大圣,王子们、匠作、众神、三藏、八戒、沙僧,团队关系,孙大圣与王子们、匠作、众神、三藏、八戒、沙僧共同组成了一支团队，因此他们之间存在团队关系。,9.5
唐僧,孙悟空,师徒关系,唐僧是前往天竺国取经的法师，孙悟空是他的大徒弟，两人一起经历了许多困难，因此他们之间存在紧密的师徒关系。,9.0
唐僧,猪八戒,师徒关系,唐僧是前往天竺国取经的法师，猪八戒是他的二徒弟，两人共同承担取经的重任，因此他们之间存在紧密的师徒关系。,9.0
唐僧,沙和尚,师徒关系,唐僧是前往天竺国取经的法师，沙和尚是他的三徒弟，他们一同保护唐僧并经历各种挑战，因此他们之间存在紧密的师徒关系。,9.0
唐僧,金平府,取经途经地,唐僧师徒在取经途中经过金平府，这里发生了许多故事，因此金平府与唐僧之间存在明显的关联。,7.5
唐僧,慈云寺,歇息地,唐僧师徒在取经途中曾在慈云寺歇息，因此慈云寺与唐僧之间存在密切的关联。,8.0
唐僧,旻天县,灯油供应地,旻天县提供金灯油，唐僧师徒在金平府观赏金灯时需要用到这些灯油，因此旻天县与唐僧之间存在明显的关联。,7.0
唐僧,青龙山,妖精藏身地,唐僧在青龙山遭遇了妖精，这是他们取经途中的一个重要事件，因此青龙山与唐僧之间存在密切的关联。,8.0
唐僧,玄英洞,妖精居住地,唐僧在玄英洞中遭遇了妖精，这是他们取经途中的一个关键事件，因此玄英洞与唐僧之间存在明显的关联。,8.0
唐僧,金灯桥,观赏地点,唐僧师徒在金灯桥上观赏了金灯，这是他们取经途中的一个重要经历，因此金灯桥与唐僧之间存在密切的关联。,7.5
唐僧,长安洪福寺,曾经任职地,唐僧曾经任职于长安洪福寺，这是他出家和成为僧官的地方，因此长安洪福寺与唐僧之间存在明显的关联。,6.5
唐僧,金山寺,出家地,唐僧在金山寺出家成为僧人，这是他修行的起点，因此金山寺与唐僧之间存在密切的关联。,7.0
孙大圣,唐僧,师徒关系,孙大圣是唐僧的大徒弟，他们一起取经，共同面对困难，体现了师徒关系。,9.0
唐僧,孙大圣,师父与徒弟关系,唐僧是孙大圣的师父，两人之间有深厚的师徒情谊，共同经历取经的艰辛。,9.0
孙大圣,八戒,师兄弟关系,孙大圣和八戒是唐僧的徒弟，他们之间是师兄弟关系，共同保护师父。,8.5
唐僧,八戒,师父与徒弟关系,八戒是唐僧的徒弟，两人之间有深厚的师徒情谊，共同面对困难。,8.5
孙大圣,沙僧,师兄弟关系,孙大圣和沙僧是唐僧的徒弟，他们之间是师兄弟关系，共同保护师父。,8.5
唐僧,沙僧,师父与徒弟关系,沙僧是唐僧的徒弟，两人之间有深厚的师徒情谊，共同面对困难。,8.5
太宗,魏征,君臣关系,太宗是唐朝的皇帝，魏征是他的臣子，他们之间有君臣关系。,8.0
魏征,太宗,臣子与君主关系,魏征是太宗的臣子，他们之间存在臣子与君主的关系。,8.0
辟寒大王,唐僧,敌对关系,辟寒大王是青龙山玄英洞中的妖王，与唐僧是敌对关系。,7.0
辟暑大王,唐僧,敌对关系,辟暑大王是青龙山玄英洞中的妖王，与唐僧是敌对关系。,7.0
辟尘大王,唐僧,敌对关系,辟尘大王是青龙山玄英洞中的妖王，与唐僧是敌对关系。,7.0
太白金星,孙大圣,协助关系,太白金星是天宫中的仙人，协助孙大圣降妖伏魔。,7.0
增长天王,孙大圣,协助关系,增长天王是天宫中的天王之一，协助孙大圣降妖伏魔。,7.0
殷、朱、陶、许四大灵官,孙大圣,协助关系,殷、朱、陶、许四大灵官是天宫中的灵官，协助孙大圣降妖伏魔。,7.0
玉帝,孙大圣,请求协助关系,孙大圣请求玉帝协助降妖伏魔。,6.5
许天师,孙大圣,请求协助关系,孙大圣请求许天师协助降妖伏魔。,6.5
角木蛟,孙大圣,协助关系,角木蛟是二十八宿之一，协助孙大圣降妖伏魔。,7.0
斗木獬,孙大圣,协助关系,斗木獬是二十八宿之一，协助孙大圣降妖伏魔。,7.0
奎木狼,孙大圣,协助关系,奎木狼是二十八宿之一，协助孙大圣降妖伏魔。,7.0
井木犴,孙大圣,协助关系,井木犴是二十八宿之一，协助孙大圣降妖伏魔。,7.0
敖顺,孙大圣,协助关系,敖顺是西海龙王，协助孙大圣降妖伏魔。,7.0
摩昂,孙大圣,协助关系,摩昂是敖顺的儿子，协助孙大圣降妖伏魔。,7.0
金平府刺史,孙大圣,请求协助关系,孙大圣请求金平府刺史协助降妖伏魔。,6.5
长老,孙大圣,请求协助关系,孙大圣请求长老协助降妖伏魔。,6.5
车驾,孙大圣,请求协助关系,孙大圣请求车驾协助降妖伏魔。,6.5
犀牛精,孙大圣,敌对关系,犀牛精是青龙山玄英洞中的妖魔，与孙大圣是敌对关系。,7.0
牛精,孙大圣,敌对关系,牛精是犀牛精的手下，与孙大圣是敌对关系。,6.5
龟鳖鼋鼍,孙大圣,协助关系,龟鳖鼋鼍是西海中的海兽，协助孙大圣降妖伏魔。,7.0
虾兵蟹卒,孙大圣,协助关系,虾兵蟹卒是西海中的虾兵蟹将，协助孙大圣降妖伏魔。,7.0
慈云寺僧,孙大圣,请求协助关系,孙大圣请求慈云寺僧协助降妖伏魔。,6.5
乡官,孙大圣,请求协助关系,孙大圣请求乡官协助降妖伏魔。,6.5
大户人家,孙大圣,请求协助关系,孙大圣请求大户人家协助降妖伏魔。,6.5
唐僧,国王,求助关系,唐僧作为取经团队的主要人物，需要国王作为赞助者支持他们的取经之路，国王也向唐僧寻求帮助来解决问题，因此他们之间存在求助关系。,7.0
唐僧,皇后,友好关系,唐僧与皇后之间表现出友好关系，皇后对唐僧师徒友好，并给予他们帮助。,6.5
唐僧,公主,求助关系,唐僧在旅途中需要公主的帮助，而公主也需要唐僧师徒的保护，因此他们之间存在求助关系。,7.0
唐僧,长老,师徒关系,唐僧是长老（师傅）的徒弟，他们之间存在明确的师徒关系。,8.0
唐僧,行者,师徒关系,唐僧是行者的师傅，他们之间存在明确的师徒关系。,8.0
唐僧,八戒,师徒关系,唐僧是八戒的师傅，他们之间存在明确的师徒关系。,8.0
唐僧,沙僧,师徒关系,唐僧是沙僧的师傅，他们之间存在明确的师徒关系。,8.0
唐僧,玉兔,对抗关系,唐僧与玉兔是敌对关系，因为玉兔是假扮公主的妖精，而唐僧是取经团队的一员，他们的目标是对抗妖精。,7.0
唐僧,素娥,求助关系,唐僧在旅途中需要素娥的帮助，素娥作为真公主，是唐僧取经任务的一部分。,7.0
唐僧,太阴星君,求助关系,唐僧在对抗玉兔的过程中需要太阴星君的帮助，太阴星君是玉兔的主人，因此他们之间存在求助关系。,7.0
唐僧,嫦娥,求助关系,唐僧在对抗玉兔的过程中需要嫦娥的帮助，嫦娥是太阴星君的助手，因此他们之间存在求助关系。,7.0
唐僧,多官,求助关系,唐僧在旅途中需要多官的帮助，多官是国王的臣子，他们的目标是保护唐僧师徒。,6.5
唐僧,老僧,求助关系,唐僧在布金寺需要老僧的帮助，老僧曾照顾过被风吹来的公主。,6.5
国王,皇后,夫妻关系,国王和皇后是夫妻关系，他们之间存在家庭关系。,8.0
国王,公主,父子关系,国王和公主是父子关系，他们之间存在家庭关系。,8.0
国王,长老,求助关系,国王在处理公主被妖精假扮的问题时，需要长老的智慧和建议，因此他们之间存在求助关系。,7.0
国王,行者,求助关系,国王在处理公主被妖精假扮的问题时，需要行者的力量和智慧，因此他们之间存在求助关系。,7.0
国王,玉兔,对抗关系,国王和玉兔是敌对关系，因为玉兔假扮公主欺骗国王。,7.0
国王,素娥,父子关系,国王和素娥是父子关系，因为素娥转世成为公主。,8.0
国王,太阴星君,求助关系,国王在处理公主被妖精假扮的问题时，需要太阴星君的帮助，因为太阴星君是玉兔的主人。,7.0
国王,嫦娥,求助关系,国王在处理公主被妖精假扮的问题时，需要嫦娥的帮助，因为嫦娥是太阴星君的助手。,7.0
国王,多官,求助关系,国王在处理公主被妖精假扮的问题时，需要多官的帮助，因为多官是国王的臣子。,7.0
国王,老僧,求助关系,国王在处理公主被妖精假扮的问题时，需要老僧的帮助，因为老僧曾照顾过被风吹来的公主。,7.0
皇后,公主,母子关系,皇后和公主是母子关系，他们之间存在家庭关系。,8.0
皇后,玉兔,对抗关系,皇后和玉兔是敌对关系，因为玉兔假扮公主欺骗皇后。,7.0
皇后,素娥,母子关系,皇后和素娥是母子关系，因为素娥转世成为公主。,8.0
皇后,太阴星君,求助关系,皇后在处理公主被妖精假扮的问题时，需要太阴星君的帮助，因为太阴星君是玉兔的主人。,7.0
皇后,嫦娥,求助关系,皇后在处理公主被妖精假扮的问题时，需要嫦娥的帮助，因为嫦娥是太阴星君的助手。,7.0
皇后,多官,求助关系,皇后在处理公主被妖精假扮的问题时，需要多官的帮助，因为多官是国王的臣子。,7.0
皇后,老僧,求助关系,皇后在处理公主被妖精假扮的问题时，需要老僧的帮助，因为老僧曾照顾过被风吹来的公主。,7.0
公主,玉兔,假扮关系,公主和玉兔之间存在假扮关系，因为玉兔假扮成公主。,7.0
公主,素娥,转世关系,公主和素娥之间存在转世关系，因为素娥转世成为公主。,8.0
公主,太阴星君,求助关系,公主在对抗玉兔的过程中需要太阴星君的帮助，因为太阴星君是玉兔的主人。,7.0
公主,嫦娥,求助关系,公主在对抗玉兔的过程中需要嫦娥的帮助，因为嫦娥是太阴星君的助手。,7.0
公主,多官,求助关系,公主在对抗玉兔的过程中需要多官的帮助，因为多官是国王的臣子。,7.0
公主,老僧,求助关系,公主在对抗玉兔的过程中需要老僧的帮助，因为老僧曾照顾过被风吹来的公主。,7.0
玉兔,素娥,主仆关系,玉兔和素娥之间存在主仆关系，因为素娥是玉兔的主人。,8.0
玉兔,太阴星君,对抗关系,玉兔和太阴星君是敌对关系，因为太阴星君是玉兔的主人，而玉兔私自走出广寒宫。,7.0
玉兔,嫦娥,对抗关系,玉兔和嫦娥是敌对关系，因为嫦娥是太阴星君的助手，而玉兔与太阴星君对抗。,7.0
玉兔,多官,对抗关系,玉兔和多官是敌对关系，因为玉兔假扮公主欺骗多官。,7.0
玉兔,老僧,对抗关系,玉兔和老僧是敌对关系，因为玉兔假扮公主欺骗老僧。,7.0
素娥,太阴星君,求助关系,素娥在对抗玉兔的过程中需要太阴星君的帮助，因为太阴星君是玉兔的主人。,7.0
素娥,嫦娥,求助关系,素娥在对抗玉兔的过程中需要嫦娥的帮助，因为嫦娥是太阴星君的助手。,7.0
素娥,多官,求助关系,素娥在对抗玉兔的过程中需要多官的帮助，因为多官是国王的臣子。,7.0
素娥,老僧,求助关系,素娥在对抗玉兔的过程中需要老僧的帮助，因为老僧曾照顾过被风吹来的公主。,7.0
太阴星君,嫦娥,助手关系,太阴星君和嫦娥之间存在助手关系，因为嫦娥是太阴星君的助手。,8.0
太阴星君,多官,求助关系,太阴星君在处理玉兔的问题时需要多官的帮助，因为多官是国王的臣子。,7.0
太阴星君,老僧,求助关系,太阴星君在处理玉兔的问题时需要老僧的帮助，因为老僧曾照顾过被风吹来的公主。,7.0
嫦娥,多官,求助关系,嫦娥在处理玉兔的问题时需要多官的帮助，因为多官是国王的臣子。,7.0
嫦娥,老僧,求助关系,嫦娥在处理玉兔的问题时需要老僧的帮助，因为老僧曾照顾过被风吹来的公主。,7.0
多官,老僧,求助关系,多官在处理公主被妖精假扮的问题时需要老僧的帮助，因为老僧曾照顾过被风吹来的公主。,7.0
行者,玉兔,对抗关系,行者和玉兔是敌对关系，因为行者是唐僧取经团队的护法，而玉兔是妖精。,7.0
行者,素娥,求助关系,行者在对抗玉兔的过程中需要素娥的帮助，素娥是真公主。,7.0
行者,太阴星君,求助关系,行者在对抗玉兔的过程中需要太阴星君的帮助，因为太阴星君是玉兔的主人。,7.0
行者,嫦娥,求助关系,行者在对抗玉兔的过程中需要嫦娥的帮助，因为嫦娥是太阴星君的助手。,7.0
行者,多官,求助关系,行者在对抗玉兔的过程中需要多官的帮助，因为多官是国王的臣子。,7.0
行者,老僧,求助关系,行者在对抗玉兔的过程中需要老僧的帮助，因为老僧曾照顾过被风吹来的公主。,7.0
行者,孙大圣,自称关系,行者是孙悟空的别称，因此他们之间存在自称关系。,10.0
行者,金箍棒,持有关系,行者和金箍棒之间存在持有关系，因为金箍棒是行者的武器。,8.0
行者,捣药杵,对抗关系,行者和捣药杵之间存在对抗关系，因为捣药杵是玉兔的武器，而行者和玉兔是敌对关系。,7.0
行者,布金寺,地点关系,行者和布金寺之间存在地点关系，因为行者曾在布金寺求得宿。,7.0
行者,天竺国,地点关系,行者和天竺国之间存在地点关系，因为故事发生的主要地点是天竺国。,7.0
行者,御花园,地点关系,行者和御花园之间存在地点关系，因为玉兔曾在御花园假扮公主。,7.0
行者,毛颖山,地点关系,行者和毛颖山之间存在地点关系，因为妖精在毛颖山躲避。,7.0
行者,西天门,地点关系,行者和西天门之间存在地点关系，因为行者在西天门前追击妖精。,7.0
行者,广寒宫,地点关系,行者和广寒宫之间存在地点关系，因为玉兔是广寒宫的玉兔。,7.0
行者,蟾宫,地点关系,行者和蟾宫之间存在地点关系，因为素娥是蟾宫的仙子。,7.0
行者,天竺国界,地点关系,行者和天竺国界之间存在地点关系，因为行者在追击妖精的过程中经过天竺国界。,7.0
行者,百脚山,地点关系,行者和百脚山之间存在地点关系，因为行者将百脚山改为宝华山。,7.0
行者,宝华山,地点关系,行者和宝华山之间存在地点关系，因为宝华山是由百脚山改名的山。,7.0
行者,华夷楼上,地点关系,行者和华夷楼上之间存在地点关系，因为唐僧师徒在华夷楼上受到供奉。,7.0
行者,三市六街,地点关系,行者和三市六街之间存在地点关系，因为故事发生的天竺国有商业区三市六街。,7.0
行者,布金旧园,地点关系,行者和布金旧园之间存在地点关系，因为公主被风吹至此处。,7.0
孙大圣,金箍棒,持有关系,孙大圣（孙悟空）和金箍棒之间存在持有关系，因为金箍棒是孙大圣的武器。,8.0
孙大圣,捣药杵,对抗关系,孙大圣（孙悟空）和捣药杵之间存在对抗关系，因为捣药杵是玉兔的武器，而孙大圣和玉兔是敌对关系。,7.0
孙大圣,布金寺,地点关系,孙大圣（孙悟空）和布金寺之间存在地点关系，因为孙大圣曾在布金寺求得宿。,7.0
孙大圣,天竺国,地点关系,孙大圣（孙悟空）和天竺国之间存在地点关系，因为故事发生的主要地点是天竺国。,7.0
孙大圣,御花园,地点关系,孙大圣（孙悟空）和御花园之间存在地点关系，因为玉兔曾在御花园假扮公主。,7.0
孙大圣,毛颖山,地点关系,孙大圣（孙悟空）和毛颖山之间存在地点关系，因为妖精在毛颖山躲避。,7.0
孙大圣,西天门,地点关系,孙大圣（孙悟空）和西天门之间存在地点关系，因为孙大圣在西天门前追击妖精。,7.0
孙大圣,广寒宫,地点关系,孙大圣（孙悟空）和广寒宫之间存在地点关系，因为玉兔是广寒宫的玉兔。,7.0
孙大圣,蟾宫,地点关系,孙大圣（孙悟空）和蟾宫之间存在地点关系，因为素娥是蟾宫的仙子。,7.0
孙大圣,天竺国界,地点关系,孙大圣（孙悟空）和天竺国界之间存在地点关系，因为孙大圣在追击妖精的过程中经过天竺国界。,7.0
孙大圣,百脚山,地点关系,孙大圣（孙悟空）和百脚山之间存在地点关系，因为孙大圣将百脚山改为宝华山。,7.0
孙大圣,宝华山,地点关系,孙大圣（孙悟空）和宝华山之间存在地点关系，因为宝华山是由百脚山改名的山。,7.0
孙大圣,华夷楼上,地点关系,孙大圣（孙悟空）和华夷楼上之间存在地点关系，因为唐僧师徒在华夷楼上受到供奉。,7.0
孙大圣,三市六街,地点关系,孙大圣（孙悟空）和三市六街之间存在地点关系，因为故事发生的天竺国有商业区三市六街。,7.0
孙大圣,布金旧园,地点关系,孙大圣（孙悟空）和布金旧园之间存在地点关系，因为公主被风吹至此处。,7.0
唐僧,太宗,师徒关系,唐僧作为前往西天取经的领袖，太宗作为唐朝的皇帝，对唐僧的行动表示支持，体现了师徒关系。,7.5
唐僧,魏征,历史关系,唐僧和魏征虽然不是直接相关，但都出现在唐朝的历史背景下，可以视为历史关系。,5.0
唐僧,寇员外,求助关系,唐僧在取经途中遇到困难，向寇员外求助，寇员外提供了帮助，体现了求助关系。,6.0
唐僧,猪八戒,师徒关系,猪八戒是唐僧的徒弟，他们共同前往西天取经，体现了师徒关系。,7.0
唐僧,沙和尚,师徒关系,沙和尚是唐僧的徒弟，他们共同前往西天取经，体现了师徒关系。,7.0
唐僧,孙行者,师徒关系,孙行者是唐僧的徒弟，他们共同前往西天取经，体现了师徒关系。,7.0
太宗,魏征,君臣关系,太宗作为皇帝，魏征作为政治家，他们之间存在君臣关系。,8.0
寇员外,寇洪,父子关系,寇员外是寇洪的儿子，他们之间存在父子关系。,8.0
寇员外,寇梁,父子关系,寇员外是寇梁的父亲，他们之间存在父子关系。,8.0
寇员外,寇栋,父子关系,寇员外是寇栋的父亲，他们之间存在父子关系。,8.0
刺史,地灵县,行政关系,刺史是铜台府的官员，地灵县是其下辖的一个县，他们之间存在行政关系。,7.0
铜台府,地灵县,行政关系,铜台府是唐朝的一个行政区域，地灵县是其下辖的一个县，它们之间存在行政关系。,7.0
华光行院,唐僧,暂住关系,唐僧和师徒们在华光行院暂住，体现了暂住关系。,6.0
山凹,强盗,藏匿关系,强盗在山凹中藏匿，体现了藏匿关系。,5.0
幽冥地界,寇洪,阴间关系,寇洪死后到了幽冥地界，体现了阴间关系。,6.0
翠云宫,地藏王菩萨,信仰关系,地藏王菩萨在翠云宫，唐僧师徒对其表示信仰，体现了信仰关系。,5.0
森罗殿,阎君,审判关系,阎君在森罗殿审判生死，唐僧师徒到森罗殿寻求帮助，体现了审判关系。,6.0
枉死城,冤魂,冤魂居住地,枉死城是冤魂居住的地方，唐僧师徒到枉死城寻求帮助，体现了冤魂居住地关系。,5.0
奈河桥,鬼魂,鬼魂过桥地,奈河桥是鬼魂过桥的地方，唐僧师徒到奈河桥寻求帮助，体现了鬼魂过桥地关系。,5.0
灵山,佛祖,圣地关系,灵山是佛教圣地，佛祖所在之地，唐僧师徒前往灵山取经，体现了圣地关系。,7.0
太宗,唐僧,信仰关系,太宗作为唐朝皇帝，对佛教有着深厚的信仰，而唐僧是前往西天取经的僧人，因此太宗和唐僧之间存在信仰关系。,7.0
太宗,魏征,君臣关系,太宗是唐朝皇帝，魏征是唐朝政治家，他们之间存在君臣关系。,6.5
唐僧,悟空,师徒关系,唐僧是孙悟空的师傅，两者之间存在师徒关系。,8.0
唐僧,八戒,师徒关系,唐僧是猪八戒的师傅，两者之间存在师徒关系。,8.0
唐僧,沙僧,师徒关系,唐僧是沙悟净的师傅，两者之间存在师徒关系。,8.0
唐僧,灵山,取经目的地关系,唐僧师徒前往灵山取经，因此灵山是他们的取经目的地。,7.5
唐僧,雷音寺,取经目的地关系,唐僧师徒在雷音寺取经，因此雷音寺是他们的取经目的地。,7.5
唐僧,凌云渡,取经过程中经过地点关系,唐僧师徒在取经过程中经过凌云渡，因此凌云渡是他们取经过程中经过的地点。,7.0
唐僧,宝阁,取经目的地关系,唐僧师徒在宝阁取经，因此宝阁是他们的取经目的地。,7.5
唐僧,珍楼,取经目的地关系,唐僧师徒在珍楼取经，因此珍楼是他们的取经目的地。,7.5
唐僧,大雄宝殿,取经目的地关系,唐僧师徒在大雄宝殿取经，因此大雄宝殿是他们的取经目的地。,7.5
唐僧,南赡部洲,取经出发地关系,唐僧师徒从南赡部洲出发取经，因此南赡部洲是他们的取经出发地。,7.0
唐僧,舍卫国,取经过程中经过地点关系,唐僧师徒在取经过程中经过舍卫国，因此舍卫国是他们取经过程中经过的地点。,7.0
唐僧,观音菩萨,佛教信仰关系,唐僧信仰佛教，观音菩萨是佛教中的重要菩萨，因此唐僧和观音菩萨之间存在佛教信仰关系。,7.5
唐僧,如来佛祖,佛教信仰关系,唐僧信仰佛教，如来佛祖是佛教的最高神祇，因此唐僧和如来佛祖之间存在佛教信仰关系。,8.0
唐僧,阿傩,传经关系,阿傩是佛教中的罗汉，曾与伽叶一同传经给唐僧，因此唐僧和阿傩之间存在传经关系。,7.0
唐僧,伽叶,传经关系,伽叶是佛教中的罗汉，曾与阿傩一同传经给唐僧，因此唐僧和伽叶之间存在传经关系。,7.0
唐僧,白雄尊者,护法关系,白雄尊者是佛教中的护法神，曾奉如来佛祖之命追赶唐僧，因此唐僧和白雄尊者之间存在护法关系。,6.5
悟空,灵山,取经目的地关系,悟空作为唐僧的大徒弟，跟随唐僧前往灵山取经，因此灵山是他们的取经目的地。,7.0
悟空,雷音寺,取经目的地关系,悟空作为唐僧的大徒弟，跟随唐僧在雷音寺取经，因此雷音寺是他们的取经目的地。,7.0
悟空,宝阁,取经目的地关系,悟空作为唐僧的大徒弟，跟随唐僧在宝阁取经，因此宝阁是他们的取经目的地。,7.0
悟空,珍楼,取经目的地关系,悟空作为唐僧的大徒弟，跟随唐僧在珍楼取经，因此珍楼是他们的取经目的地。,7.0
悟空,大雄宝殿,取经目的地关系,悟空作为唐僧的大徒弟，跟随唐僧在大雄宝殿取经，因此大雄宝殿是他们的取经目的地。,7.0
悟空,南赡部洲,取经出发地关系,悟空作为唐僧的大徒弟，跟随唐僧从南赡部洲出发取经，因此南赡部洲是他们的取经出发地。,7.0
悟空,舍卫国,取经过程中经过地点关系,悟空作为唐僧的大徒弟，跟随唐僧在取经过程中经过舍卫国，因此舍卫国是他们取经过程中经过的地点。,7.0
八戒,灵山,取经目的地关系,八戒作为唐僧的二徒弟，跟随唐僧前往灵山取经，因此灵山是他们的取经目的地。,7.0
八戒,雷音寺,取经目的地关系,八戒作为唐僧的二徒弟，跟随唐僧在雷音寺取经，因此雷音寺是他们的取经目的地。,7.0
八戒,宝阁,取经目的地关系,八戒作为唐僧的二徒弟，跟随唐僧在宝阁取经，因此宝阁是他们的取经目的地。,7.0
八戒,珍楼,取经目的地关系,八戒作为唐僧的二徒弟，跟随唐僧在珍楼取经，因此珍楼是他们的取经目的地。,7.0
八戒,大雄宝殿,取经目的地关系,八戒作为唐僧的二徒弟，跟随唐僧在大雄宝殿取经，因此大雄宝殿是他们的取经目的地。,7.0
