source,target,relationship,description,strength
土地庙儿,大圣,变化关系,孙悟空变化成土地庙儿以迷惑二郎神，存在变化关系。,7.5
真君,四太尉,上下级关系,真君作为领导者，四太尉是其手下，参与捉拿孙悟空的行动，体现了上下级关系。,8.0
真君,二将军,上下级关系,真君作为领导者，二将军是其手下，参与捉拿孙悟空的行动，体现了上下级关系。,8.0
真君,大圣,对手关系,真君带领部下捉拿大圣孙悟空，二者之间存在直接的对抗关系。,9.0
真君,李天王,合作关系,真君与李天王共同参与捉拿孙悟空的行动，彼此之间有所合作。,7.5
真君,哪吒,合作关系,哪吒作为李天王之子，与真君在捉拿孙悟空的行动中有合作。,7.0
真君,玉帝,君臣关系,真君受玉帝之命捉拿孙悟空，体现了君臣之间的服从与命令关系。,8.5
真君,观音菩萨,合作关系,观音菩萨提出帮助捉拿孙悟空，与真君有共同的作战目标。,7.0
真君,王母,同僚关系,王母作为天界的尊贵人物，与真君在同一场合讨论孙悟空的问题。,6.5
真君,老君,合作关系,老君提供金钢琢帮助捉拿孙悟空，与真君有合作行为。,7.5
真君,康、张、姚、李,上下级关系,康、张、姚、李是真君的手下，参与捉拿孙悟空的行动，体现了上下级关系。,8.0
真君,灌江口,居所关系,灌江口是真君的居所，也是他捉拿孙悟空的战场之一。,7.0
真君,花果山,敌对关系,花果山是大圣的居所，真君在此与大圣战斗，存在敌对关系。,8.0
真君,灵霄殿,活动场所关系,灵霄殿是真君汇报捉拿孙悟空战况的地点。,6.5
真君,南天门,活动场所关系,南天门是真君与玉帝等观看战斗的地方，也是行动的起点。,6.5
真君,斩妖台,行动目标关系,孙悟空被捉后将被带到斩妖台，这是真君行动的目标地点。,7.0
齐天大圣,斩妖台,受刑地点,齐天大圣被众天兵押去斩妖台下绑缚，这是他受刑的地点。,8
齐天大圣,降妖柱,受缚地点,齐天大圣被绑在降妖柱上，此处描述了他受缚的情景。,8
齐天大圣,南斗星,对抗关系,南斗星命令火部众神放火煨烧齐天大圣，但未能伤及他，体现了他们之间的对抗。,7
齐天大圣,火部众神,对抗关系,火部众神奉南斗星命令放火煨烧齐天大圣，但未能伤及他。,7
齐天大圣,雷部众神,对抗关系,雷部众神以雷屑钉打齐天大圣，同样未能伤及他。,7
齐天大圣,大力鬼王,对抗关系,大力鬼王与众神启奏玉帝关于齐天大圣的情况，表现出他们之间的对抗。,6
齐天大圣,玉帝,君臣对抗,玉帝对齐天大圣的行为进行裁决，并多次下令捉拿和处罚他，体现了君臣间的对抗。,9
齐天大圣,太上老君,炼化关系,太上老君提出用八卦炉炼化齐天大圣，后大圣跳出八卦炉，表现出他们之间的特殊关系。,9
齐天大圣,八卦炉,炼化地点,齐天大圣被太上老君放入八卦炉中煅炼，这是他被炼化的地点。,8
齐天大圣,二郎显圣,对手关系,二郎显圣曾参与追杀齐天大圣，他们之间是明显的对手关系。,8
齐天大圣,三十六员雷将,对抗关系,三十六员雷将围困齐天大圣，但未能使他屈服，体现了他们之间的对抗。,7
齐天大圣,如来,制约关系,如来最终出手将齐天大圣压在五行山下，体现了他对齐天大圣的制约。,10
齐天大圣,五行山,被囚地点,齐天大圣被如来佛祖压在五行山下，这是他被囚禁的地点。,9
太上老君,八卦炉,使用关系,太上老君使用八卦炉炼化齐天大圣，这是他的炼丹工具。,8
太上老君,兜率宫,居所关系,兜率宫是太上老君的居所，他在这里炼丹。,8
二郎显圣,灌江口,居所关系,灌江口是二郎神的居所，他在此地享有威名。,7
如来,灵山胜境,居所关系,灵山胜境是如来的居住地，是他施展法力的地方。,8
如来,雷音宝刹,讲法地点,雷音宝刹是如来讲经说法的地方，具有神圣意义。,7
李天王,哪吒太子,父子关系,哪吒太子是李天王的儿子，他们之间是父子关系。,9
齐天大圣,花果山,出生地关系,花果山是齐天大圣的出生地，他在这里成长为神通广大的猴王。,8
齐天大圣,蟠桃园,管理关系,齐天大圣曾被任命代管蟠桃园，这是他曾经管理的地方。,7
齐天大圣,瑶池,闯入关系,齐天大圣曾闯入瑶池偷肴偷酒，这是他闹事的地方。,7
齐天大圣,兜率宫,闯入关系,齐天大圣曾暗入兜率宫偷仙丹，这是他闯入的地点。,7
看炉的道人,八卦炉,工作关系,看炉的道人在八卦炉旁照看炉火，这是他的工作地点。,6
架火的童子,八卦炉,工作关系,架火的童子负责在八卦炉旁架火，这是他的工作地点。,6
佑圣真君,王灵官,主从关系,王灵官是佑圣真君的佐使，他们之间存在主从关系。,7
如来,阿傩,师徒关系,如来唤阿傩相随，表明阿傩是如来的弟子，存在师徒关系。,9
如来,迦叶,师徒关系,如来唤迦叶相随，表明迦叶是如来的弟子，存在师徒关系。,9
如来,大圣,征服者与被征服者,如来与大圣之间的对话和打赌，表明如来最终收服了大圣，存在征服者与被征服者的关系。,8
大圣,灵霄宝殿,占有欲关系,大圣想要占领灵霄宝殿，表现出了占有欲关系。,7
大圣,玉皇上帝,竞争关系,大圣想要夺取玉皇上帝的尊位，存在竞争关系。,8
如来,玉帝,协助关系,如来帮助玉帝收服大圣，表现出了协助关系。,7
玉帝,灵霄宝殿,居住关系,灵霄宝殿是玉帝居住的地方，存在居住关系。,9
玉帝,西方极乐世界,邀请关系,玉帝邀请如来及其弟子到天宫赴宴，表现出了邀请关系。,6
如来,西方极乐世界,主持关系,如来主持西方极乐世界，存在主持关系。,10
如来,五根肉红柱子,认知关系,如来知道大圣在五根肉红柱子上的行为，表现出了认知关系。,7
大圣,天尽头,认知关系,大圣认为自己到了天尽头，表现出了认知关系。,6
玉帝,八景鸾舆,使用关系,八景鸾舆是玉帝的交通工具，存在使用关系。,8
玉帝,九光宝盖,使用关系,九光宝盖是玉帝的宝物，存在使用关系。,8
玉帝,玉京金阙,居住关系,玉京金阙是天宫的别称，是玉帝的居住地，存在居住关系。,9
如来,七宝灵台,尊敬关系,玉帝命令为如来设七宝灵台，表现出了对如来的尊敬。,7
玉清元始天尊,安天大会,参与关系,玉清元始天尊参与安天大会并向佛前拜献，显示其与大会的直接关联性。,9
上清灵宝天尊,安天大会,参与关系,上清灵宝天尊参与安天大会并向佛前拜献，显示其与大会的直接关联性。,9
太清道德天尊,安天大会,参与关系,太清道德天尊参与安天大会并向佛前拜献，显示其与大会的直接关联性。,9
五气真君,安天大会,参与关系,五气真君参与安天大会，显示出其与大会的关联。,8
五斗星君,安天大会,参与关系,五斗星君参与安天大会，显示出其与大会的关联。,8
三官四圣,安天大会,参与关系,三官四圣参与安天大会，显示出其与大会的关联。,8
九曜真君,安天大会,参与关系,九曜真君参与安天大会，显示出其与大会的关联。,8
左辅,安天大会,参与关系,左辅参与安天大会，显示出其与大会的关联。,7
右弼,安天大会,参与关系,右弼参与安天大会，显示出其与大会的关联。,7
天王,安天大会,参与关系,天王参与安天大会，显示出其与大会的关联。,7
哪吒,安天大会,参与关系,哪吒参与安天大会，显示出其与大会的关联。,7
元虚,安天大会,参与关系,元虚参与安天大会，显示出其与大会的关联。,7
如来,大圣,制伏关系,如来制伏了大圣，并设宴庆祝，显示其与大圣的直接对抗和胜利关系。,10
阿傩,大圣,执行关系,阿傩遵照如来指示，将帖子贴在五行山顶上，对大圣进行封印，显示其与大圣的直接关系。,9
如来,灵山,居所关系,如来在灵山大雷音宝刹讲法，显示其与灵山的居住和活动关系。,9
大圣,五行山,囚禁关系,大圣被压在五行山下，显示其与五行山的囚禁关系。,10
如来,玉帝,敬奉关系,如来被玉帝设宴款待并献上宝物，显示其与玉帝之间的尊敬和礼遇关系。,9
孟秋望日,孟兰盆会,时间关系,孟秋望日是举行孟兰盆会的时间，两者存在直接的时间关联。,8
如来,观音菩萨,师徒关系,如来是观音菩萨的导师，在此文本中，如来指导观音菩萨前往东土寻找取经人，并赐予宝贝，表明了他们之间深厚的师徒关系。,9.0
如来,阿傩,命令关系,如来命令阿傩取出宝贝，赐予观音菩萨，显示如来对阿傩的指挥与阿傩对如来的服从。,7.5
如来,迦叶,命令关系,迦叶同样受到如来的命令，与阿傩一同取出宝贝，体现了他们之间的命令与服从的关系。,7.5
观音菩萨,东土,使命关系,观音菩萨接受如来的使命，前往东土寻找取经人，这表明东土是她使命的目的地。,8.0
东土,三藏真经,目的关系,如来讲述三藏真经的目的之一就是要将其送到东土，以劝化那里的众生，显示了东土与三藏真经的紧密联系。,8.5
众菩萨,如来,师生关系,众菩萨向如来请教佛法，表明众菩萨是如来的学生，存在一种师生关系。,7.0
观音菩萨,落伽山,居所关系,文本中提到观音菩萨是落伽山上的慈悲主，说明落伽山是观音菩萨的居所。,8.0
观音菩萨,潮音洞,活动场所关系,潮音洞是观音菩萨在落伽山的活动场所，她在那里以活观音的身份出现。,7.5
菩萨,玉真观,访问关系,菩萨到山脚下时访问了玉真观，金顶大仙在观中接待她，这表明了菩萨与玉真观之间的访问与被接待的关系。,7.0
菩萨,金顶大仙,交流关系,菩萨在玉真观与金顶大仙有对话，讨论取经人的到来时间，这体现了他们之间的交流与互动。,6.5
菩萨,如来,使命关系,菩萨领受如来的法旨去寻找取经人，这表明了如来与菩萨之间的指导与执行的关系。,8.0
菩萨,东土,任务关系,菩萨前往东土寻找取经人，这是她的任务地点，体现了目的与地点的关系。,7.5
菩萨,木吒,师徒关系,木吒是菩萨的弟子，保护师父寻找取经人，显示了他们之间的师徒关系。,8.5
木吒,卷帘大将,对手关系,木吒与卷帘大将有战斗，询问其身份，这体现了他们之间的对抗关系。,6.0
卷帘大将,菩萨,救赎关系,卷帘大将向菩萨请罪，菩萨提供皈依的机会，这表明了救赎与被救赎的关系。,8.0
菩萨,灵霄殿,管辖关系,虽然菩萨未直接提及灵霄殿，但她对卷帘大将的罪行与救赎表明了与灵霄殿之间的某种管辖或调解的关系。,5.5
菩萨,乌戈,途径关系,菩萨提到了前往东土的路径，乌戈是她路径上的一个地点，显示了行进路线的关系。,5.0
菩萨,鞑靼,途径关系,同上，鞑靼是菩萨提及的另一个路径地点。,5.0
菩萨,沙碛,途径关系,同上，沙碛是菩萨路途中经过的沙漠地区。,5.0
卷帘大将,蟋桃会,事件关系,卷帘大将在蟋桃会失手打碎玻璃盏，这是导致他受罚的事件地点，体现了行为与地点的关系。,6.5
菩萨,西天,任务目的地关系,菩萨建议卷帘大将皈依后跟取经人去西天拜佛求经，西天是取经的最终目的地，体现了任务与目的地之间的关系。,7.0
菩萨,怪物,救赎关系,菩萨在故事中对怪物进行救赎，指点了怪物的错误，并引导其皈依正果，这体现了强烈的救赎关系。,9.0
菩萨,沙悟净,师徒关系,菩萨对怪物进行摩顶受戒，赐名沙悟净，使其成为佛教徒，他们之间建立了师徒关系。,9.0
怪物,沙悟净,身份转变,怪物在被菩萨点化后，变成了沙悟净，这是同一实体在不同阶段的两个身份，具有紧密的关系。,10.0
玉帝,怪物,惩罚关系,怪物因触犯天条被玉帝惩罚，这建立了他们之间的惩罚关系。,7.5
怪物,嫦娥,因果故事,怪物提到因戏弄嫦娥而被贬下凡，这表明他们之间存在一段因果故事，影响了怪物的命运。,6.0
怪物,福陵山,占据关系,怪物占据福陵山，以此为根据地，显示了他们之间的占据关系。,8.0
怪物,云栈洞,居住关系,怪物居住在云栈洞中，这是他的居所，因此他们之间存在居住关系。,8.5
观音,木吒,师徒关系,木吒作为观音的徒弟，帮助菩萨点化怪物，体现了他们之间的师徒关系。,8.0
怪物,菩萨,救助关系,菩萨愿意帮助怪物改过自新，并给他起了法名，指示他跟随取经人，这表明他们之间存在一种救助与指导的关系。,8.0
观音,玉帝,请求关系,观音为小龙请求性命赦免，需要面见玉帝，这体现了他们之间的请求与批准的关系。,7.5
