entity_name,entity_type,entity_description
天宫,地点,神话传说中神仙的居所，位于高空之中。
西方,地点,相对于东方向的位置，这里指如来所在的极乐世界。
天尽头,地点,大圣所认为的世界尽头。
五根肉红柱子,地点,大圣在想象中的天尽头所见的景物。
撑天柱子,地点,大圣想象中支撑天的柱子。
八景鸾舆,地点,神话中的交通工具，玉帝所乘。
九光宝盖,地点,神话中的宝物，玉帝所用。
玉京金阙,地点,神话中的天宫别称。
太玄宝宫,地点,神话中的宫殿。
洞阳玉馆,地点,神话中的建筑。
七宝灵台,地点,神话中的宝座，为如来所设。
玉清元始天尊,人物,道教神祇之一，三清中的玉清神，被认为是元始天尊的化身。
上清灵宝天尊,人物,道教神祇之一，三清中的上清神，被认为是灵宝天尊的化身。
太清道德天尊,人物,道教神祇之一，三清中的太清神，被认为是道德天尊的化身。
五气真君,人物,道教中的神仙，具有高深的道行和法力。
五斗星君,人物,道教中掌管五星（岁星、荧惑星、镇星、太白星、辰星）的神祇。
三官四圣,人物,道教中代表天、地、水三官和四个方位的神祇。
九曜真君,人物,道教中掌管九曜（日、月、金星、木星、水星、火星、土星、罗睺星、计都星）的神祇。
左辅,人物,通常指辅助星君，这里可能指道教中的某个神祇。
右弼,人物,通常指辅助星君，这里可能指道教中的某个神祇。
天王,人物,可能指佛教中的四大天王之一，守护佛教的尊神。
哪吒,人物,道教和民间信仰中的神祇，传说中的三头六臂的勇猛神将。
元虚,人物,可能是指某位具有灵通的神仙或道教中的特定人物。
如来,人物,佛教中指佛陀，具有无上智慧和法力的宗教领袖。
阿傩,人物,佛教中的一位罗汉，佛陀的弟子之一。
迦叶,人物,佛教中的一位罗汉，佛陀的弟子之一。
玉帝,人物,道教中天界的最高统治者，众神之首。
大圣,人物,指孙悟空，中国古典小说《西游记》中的主要角色之一，具有丰富的神通和变化。
佛祖,人物,即如来，佛教中指佛陀。
玉清,地点,指道教中的玉清境界，是元始天尊的居所。
灵山,地点,佛教传说中的圣地，是佛陀讲法的地方。
雷音宝刹,地点,佛教中指极为庄严的佛国净土。
花果山,地点,中国古典小说《西游记》中孙悟空的出生地，一座充满神奇的山。
五行山,地点,中国古典小说《西游记》中孙悟空被压的地方。
孟秋望日,地点,指农历七月十五日，即盂兰盆节。
如来,人物,如来佛祖，佛教创始人，具有大智慧和广大神通。在本段中，他讲授佛法，指出四大部洲众生的善恶，并提出有三藏真经可以劝人为善。
众菩萨,人物,多位菩萨，佛教中已觉悟的修行者，他们献供并请求如来明示佛法。
观音菩萨,人物,观音，佛教中的大慈大悲观世音菩萨，具有广大神通和慈悲心，自告奋勇前往东土寻找取经人。
阿傩,人物,阿傩，佛教护法神之一，受如来命令取出宝贝。
迦叶,人物,迦叶，佛教弟子之一，受如来命令取出宝贝。
东土,地点,指东方的土地，如来希望将三藏真经送到那里以劝人为善。
东胜神洲,地点,四大部洲之一，其民敬天礼地，心爽气平。
北巨芦洲,地点,四大部洲之一，其民虽好亲生，性拙情流。
西牛贺洲,地点,四大部洲之一，其民不贪不杀，养气潜灵。
南赠部洲,地点,四大部洲之一，其民贪淫乐祸，多杀多争。
落伽山,地点,观音菩萨的居所，位于南海。
潮音洞,地点,位于落伽山的洞府，观音菩萨的活动场所。
菩萨,人物,具有神通，承担寻找取经人的神圣使命，具有慈悲心怀的存在。
玉真观,地点,位于山脚下，金顶大仙所在的道观。
金顶大仙,人物,在玉真观接待菩萨，具有仙人的身份。
如来,人物,佛教中的佛祖，给予菩萨法旨寻找取经人。
东土,地点,菩萨前往的地方，寻找取经人的目的地。
沙碛,地点,东连的沙漠地区。
乌戈,地点,南边达到的地方。
鞑靼,地点,北边通向的地区。
木吒,人物,托塔天王二太子，惠岸行者，保护师父寻找取经人的英雄人物。
南海观音,人物,在紫竹林中修行的菩萨，木吒的师父。
紫竹林,地点,南海观音修行的地点。
卷帘大将,人物,自称灵霄殿下侍銮舆的将领，因犯错被贬下界，成为怪物。
灵霄殿,地点,卷帘大将原本所在的宫殿。
蟋桃会,地点,天界的一个宴会场所，卷帘大将失手打碎玻璃盏的地方。
西天,地点,取经人最终要前往的地方，拜佛求经的圣地。
菩萨,人物,此处指观世音菩萨，佛教中的大慈大悲观世音，以慈悲心著称，救度众生。
怪物,人物,福陵山云栈洞的妖怪，原是天蓬元帅，因犯天条被贬下凡间，后经菩萨点化皈依正果，成为沙悟净。
沙悟净,人物,取经人之一，原为福陵山云栈洞的妖怪，后被菩萨点化，皈依佛教，成为唐僧的徒弟。
观音,人物,即观世音菩萨，佛教中的大慈大悲观世音，有着救苦救难的神性。
木吒,人物,观世音菩萨的徒弟，此处帮助菩萨点化怪物皈依正果。
玉帝,人物,中国神话中的天帝，掌管天界。
嫦娥,人物,中国神话中的月宫仙女，与怪物曾有的天界故事相关。
福陵山,地点,怪物占据的山场，也是故事发生的主要地点之一。
云栈洞,地点,位于福陵山中，怪物的居所。
怪物,人物,一个愿意改邪归正的怪物，后被菩萨改名猪悟能，成为取经人的徒弟。
菩萨,人物,救苦救难的大慈大悲南无观世音菩萨，领了佛旨上东土寻取经人，帮助怪物和齐天大圣。
佛,人物,下达旨意让菩萨上东土寻取经人。
猪悟能,人物,原为怪物，后被菩萨摩顶受戒，起法名为猪悟能，成为取经人的徒弟。
观音,人物,即观世音菩萨，前往天庭见玉帝，请求赦免小龙的性命。
木吒,人物,跟随菩萨的行者，与菩萨一同前往东土。
丘、张二天师,人物,天庭中的天师，接待菩萨，并上奏玉帝。
玉帝,人物,天庭的统治者，下殿迎接菩萨，并传旨赦宥小龙。
小龙,人物,被菩萨救下并送至深涧，等待成为取经人的白马。
齐天大圣,人物,孙悟空，曾搅乱天宫，后被如来佛压在五行山下，请求菩萨救助。
如来,人物,佛祖，将齐天大圣压在五行山下。
东土,地点,菩萨前往的地方，目的是寻取经人。
南天门,地点,菩萨与木吒前往的地方。
五行山,地点,齐天大圣被压的地方，菩萨与木吒路过此处。
深涧,地点,菩萨将小龙送至此处等待取经人。
大唐国,地点,菩萨提到的一个地方，计划在那里寻找到取经的人。
他,人物,"The protagonist of the story, who travels with Mu Zha and disguises themselves as a monk to enter Chang'an City."
木吒,人物,A character in the story who accompanies the protagonist on their journey.
长安大唐国,地点,"The capital city of the Tang Dynasty, known for its prosperity and as the seat of power for many emperors."
土地庙祠,地点,A local shrine dedicated to the Land God where the two protagonists take shelter.
城隍庙,地点,A temple dedicated to the City God where the local deity is temporarily relocated.
陕西,地点,The province where the ancient capital of Chang'an is located.
长安城,地点,The city that has been the capital of many dynasties and is known for its rich history and culture.
大唐太宗皇帝,人物,"Emperor Taizong of the Tang Dynasty, who has ruled for 13 years and enjoys a peaceful and prosperous era."
魏征,人物,"Wei Zheng, a statesman and advisor to Emperor Taizong, known for his wisdom and counsel."
陈萼,人物,"Chen E, a character who sees the imperial edict, decides to take the imperial examination, and becomes a状元 (top scorer)."
张氏,人物,"Chen E's mother, who encourages him to pursue his dreams and later joins him on his journey."
丞相殷开山,人物,"The Prime Minister Yin Kaishan, who has a daughter named Wen Jiao."
温娇,人物,"Wen Jiao, the daughter of the Prime Minister who marries Chen E after he becomes the top scorer in the imperial examination."
江州,地点,The place where Chen E is appointed as the governor.
万花店刘小二家,地点,The inn where Chen E and his mother stay on their journey.
洪江,地点,A river where Chen E releases a golden carp that he bought.
太宗,人物,文中未具体描述该太宗是哪位皇帝，但根据常见的称谓，可以推测是指某位皇帝，具有至高无上的权力和地位。
洪江渡口,地点,一个位于江边的渡口，文中提到人物在此处登船，并且是故事发生的重要地点。
刘洪,人物,一个心狠手辣的角色，他在渡口撑船，并设计杀害了陈光蕊，还霸占了其妻子。
李彪,人物,刘洪的同谋，帮助刘洪实施犯罪。
殷小姐,人物,陈光蕊的妻子，被刘洪霸占，后因怀有身孕并在孩子出生后将其抛弃在江中。
陈光蕊,人物,海州弘农县人，新科状元，被刘洪杀害，后被龙王救活。
龙王,人物,掌管水域的神明，因曾被陈光蕊救过而感恩图报，救活了陈光蕊，并赋予他一定的官职。
江州,地点,陈光蕊被任命为州主的地点，也是故事发生的背景之一。
海州弘农县,地点,陈光蕊的家乡。
金山寺,地点,一个寺庙，法明和尚修行的地方，也是江流（后来的玄奘）被救起并长大的地方。
法明和尚,人物,金山寺的长老，修真悟道，救起了被殷小姐抛弃的婴儿，并将其抚养成人。
江流,人物,殷小姐的儿子，被法明和尚救起并取名，后来成为玄奘法师。
玄奘,人物,唐朝高僧，本名江流，法名取为玄奘。因父亲被杀，母亲被霸占，自幼出家，后经历艰险寻找生母，并最终成为著名佛学家。
松阴,地点,一个位于松树阴影下的地方，众人聚集在此讲经参禅。
江州,地点,一个城镇，玄奘前往此地寻找生母，并在此地与母亲相认。
金山寺,地点,一个寺庙，玄奘是其法明长老的徒弟。
方丈,地点,金山寺内的一处住所，长老在此取出玄奘父母的血书和汗衫。
洪州,地点,一个距离江州约一千五百里的地方，玄奘在此寻找外婆张氏。
万花店,地点,位于洪州西北，是玄奘的外婆张氏居住的地方。
南门头破瓦窑,地点,一个位于江州南门附近的破败瓦窑，玄奘的婆婆在此度日。
唐王皇城,地点,唐朝的皇宫，玄奘需要前往此处找到外公殷开山丞相。
婆婆,人物,陈光蕊的母亲，居住在刘家店。
京城,地点,故事中的都城，殷丞相府所在的地方。
皇城东街,地点,殷丞相府的具体位置所在。
殷丞相,人物,故事中的官员，掌握兵权，是满堂娇的父亲。
夫人,人物,殷丞相的妻子，满堂娇的母亲。
小和尚,人物,满堂娇与陈光蕊的儿子，后由金山寺长老抚养长大。
唐王,人物,唐朝的皇帝，因陈光蕊之死而发兵剿除贼寇。
稍水刘洪,人物,谋害陈光蕊的贼人，强占满堂娇为妻。
江州,地点,陈光蕊原计划赴任的地方，也是故事中剿匪的地点。
北岸,地点,殷丞相军队在江州下营寨的地方。
法场,地点,执行刑罚的地方，刘洪和李彪在此受到惩罚。
市曹,地点,公开行刑的地方，李彪在此被剐千刀。
洪江渡口,地点,刘洪打死陈光蕊的地方，也是后来祭奠的地点。
殷小姐,人物,殷丞相的女儿，陈光蕊的妻子，满堂娇。
玄奘,人物,陈光蕊与满堂娇的儿子，后被金山寺长老抚养。
金山寺长老,人物,抚养玄奘长大的和尚。
万花店,地点,陈光蕊与满堂娇昔日买金色鲤鱼的地方，也是后来军队安营的地点。
刘家店,地点,婆婆居住的地方，光蕊父子前来寻访。
太宗,人物,指唐太宗李世民，唐朝的第二位皇帝，被誉为英明的政治家、军事家，诗中提及他改元龙集贞观，登基已有十三年。
长安,地点,古都城，位于现在的中国陕西省西安市，是历史上许多朝代的都城，诗中描述其地理环境、历史背景以及都城盛景。
